QNET Link File
68   1.0  1.0  1.0  1.0  1.0
 1   11  1  0.250  60  2000 1  0 40 100  0 0 0  0   0       0  0  0  00000 11111
 2   12 11  0.500  60  2000 1  0 40 100  0 0 0 12   0       0  0  0  00000 11111
 3   13 12  1.000  60  2000 1  0 40 100  0 0 0 11   0       1  1  0  00000 11111
 4   14 13  1.000  60  2000 1  0 40 100  0 0 0 10   0       0  0  0  00000 11111
 5   15 14  0.500  60  2000 1  0 40 100  0 0 0  9   0       2  1  0  00000 11111
 6    4 15  0.250  60  2000 1  0 40 100  0 0 0  8   0       0  0  0  00000 11111
 7   15  4  0.250  60  2000 1  0 40 100  0 0 0  0   0       0  0  0  00000 11111
 8   14 15  0.500  60  2000 1  0 40 100  0 0 0  0   0       0  0  0  00000 11111
 9   13 14  1.000  60  2000 1  0 40 100  0 0 0  5   0       2  1  0  00000 11111
10   12 13  1.000  60  2000 1  0 40 100  0 0 0  0   0       0  0  0  00000 11111
11   11 12  0.500  60  2000 1  0 40 100  0 0 0  3   0       1  1  0  00000 11111
12    1 11  0.250  60  2000 1  0 40 100  0 0 0  0   0       0  0  0  00000 11111
13   17 10  0.600 110  2000 3  0 80 100  0 0 0  0   0       0  0  0  00000 11111
15   19 17  0.300 110  2000 3  0 80 100  0 0 0  0   0       0  0  0  00000 11111
16   21 19  1.700 110  2000 3  0 80 100  0 0 0  0   0       0  0  0  00000 11111
18   23 21  0.300 110  2000 3  0 80 100  0 0 0  0   0       0  0  0  00000 11111
19    5 23  0.600 110  2000 3  0 80 100  0 0 0  0   0       0  0  0  00000 11111
21   35  5  0.600 110  2000 3  0 80 100  0 0 0  0   0       0  0  0  00000 11111
23   34 35  0.300 110  2000 3  0 80 100  0 0 0  0   0       0  0  0  00000 11111
25   33 34  1.700 110  2000 3  0 80 100  0 0 0  0   0       0  0  0  00000 11111
26   32 33  0.300 110  2000 3  0 80 100  0 0 0  0   0       0  0  0  00000 11111
28   10 32  0.600 110  2000 3  0 80 100  0 0 0  0   0       0  0  0  00000 11111
29   25  9  0.250  60  2000 2  0 40 100  0 0 0  0   0       0  0  0  00000 11111
30   26 25  0.500  60  2000 2  0 40 100  0 0 0 40   0   10001  0  0  00000 11111
31   27 26  1.000  60  2000 2  0 40 100  0 0 0 39   0       4  1  0  00000 11111
32   28 27  1.000  60  2000 2  0 40 100  0 0 0  0   0       0  0  0  00000 11111
33   29 28  0.500  60  2000 2  0 40 100  0 0 0 37   0       3  1  0  00000 11111
34    6 29  0.250  60  2000 2  0 40 100  0 0 0  0   0   10001  0  0  00000 11111
35   29  6  0.250  60  2000 2  0 40 100  0 0 0  0   0       0  0  0  00000 11111
36   28 29  0.500  60  2000 2  0 40 100  0 0 0 34   0   10001  0  0  00000 11111
37   27 28  1.000  60  2000 2  0 40 100  0 0 0 33   0       3  1  0  00000 11111
38   26 27  1.000  60  2000 2  0 40 100  0 0 0 32   0       0  0  0  00000 11111
39   25 26  0.500  60  2000 2  0 40 100  0 0 0 31   0       4  1  0  00000 11111
40    9 25  0.250  60  2000 2  0 40 100  0 0 0 30   0   10001  0  0  00000 11111
41   11 25  1.000  60  2000 1  0 40 100  0 0 0 40  30   10001  0  0  00000 11111
42   25 11  1.000  60  2000 1  0 40 100  0 0 0 12   2   10001  0  0  00000 11111
45   12 18  0.350  60  2000 1  0 40 100  0 0 0  0   0       0  0  0  00000 11111
46   18 12  0.350  60  2000 1  0 40 100  0 0 0 80   0       1  2  0  00000 11111
47   18 30  0.300  60  2000 1  0 40 100  0 0 0 50   0       5  2  0  00000 11111
48   30 18  0.300  60  2000 1  0 40 100  0 0 0  0   0       0  0  0  00000 11111
49   30 26  0.350  60  2000 1  0 40 100  0 0 0 75   0       4  2  0  00000 11111
50   26 30  0.350  60  2000 1  0 40 100  0 0 0  0   0       5  2  0  00000 11111
51   13 27  1.000  60  2000 1  0 40 100  0 0 0 38  32   10001  0  0  00000 11111
52   27 13  1.000  60  2000 1  0 40 100  0 0 0 10   4   10001  0  0  00000 11111
55   14 22  0.350  60  2000 1  0 40 100  0 0 0  0   0       0  0  0  00000 11111
56   22 14  0.350  60  2000 1  0 40 100  0 0 0 74   0       2  2  0  00000 11111
57   22 31  0.300  60  2000 1  0 40 100  0 0 0 60   0       6  2  0  00000 11111
58   31 22  0.300  60  2000 1  0 40 100  0 0 0  0   0       0  0  0  00000 11111
59   31 28  0.350  60  2000 1  0 40 100  0 0 0 76   0       3  2  0  00000 11111
60   28 31  0.350  60  2000 1  0 40 100  0 0 0  0   0       6  2  0  00000 11111
61   15 29  1.000  60  2000 1  0 40 100  0 0 0 36  34   10001  0  0  00000 11111
62   29 15  1.000  60  2000 1  0 40 100  0 0 0  8   6   10001  0  0  00000 11111
65   18 17  0.300  60  2000 1  0 40 100  0 0 0  0   0       0  0  0  00000 11111
66   32 30  0.300  60  2000 1  0 40 100  0 0 0  0   0       5  1  0  00000 11111
67   30 33  0.300  60  2000 1  0 40 100  0 0 0  0   0       0  0  0  00000 11111
68   19 18  0.300  60  2000 1  0 40 100  0 0 0 48  45   10001  0  0  00000 11111
69   22 21  0.300  60  2000 1  0 40 100  0 0 0  0   0       0  0  0  00000 11111
70   34 31  0.300  60  2000 1  0 40 100  0 0 0  0   0       6  1  0  00000 11111
